age,priors_count,length_of_stay,c_charge_degree_F,sex_Female,race,risk
32,15,7,1,0,1,0
21,3,9,1,0,1,1
21,0,0,1,0,0,0
25,1,1,1,0,1,0
47,1,1,1,0,0,1
33,1,0,0,1,0,1
39,0,2,0,1,0,1
30,4,54,0,0,1,0
23,6,5,0,0,0,1
30,0,0,1,0,1,1
24,2,9,1,0,0,1
22,0,2,1,0,0,1
29,1,0,0,0,1,1
30,0,10,1,0,0,1
29,2,10,1,1,1,1
39,3,34,1,0,1,1
34,4,0,1,0,0,1
43,0,0,0,0,0,1
44,0,2,0,0,0,1
40,15,54,1,0,1,0
30,2,2,1,1,1,1
63,0,0,0,1,0,1
25,2,26,1,0,1,1
50,0,14,0,0,0,1
27,0,17,1,0,1,1
41,7,1,0,0,1,1
26,2,-1,0,0,1,1
45,2,7,1,0,0,1
32,4,1,1,0,1,1
21,3,5,0,0,0,1
32,0,0,1,1,1,1
44,4,1,1,0,0,1
43,5,0,1,0,1,0
36,2,46,0,0,1,0
33,0,7,0,1,1,0
44,0,0,1,0,1,1
38,1,0,0,0,0,1
30,1,0,0,0,0,1
28,0,2,0,0,0,1
46,0,1,1,0,1,1
29,1,40,1,0,1,0
29,2,1,1,0,1,1
22,0,1,1,0,0,1
29,0,1,1,1,0,1
25,4,169,1,0,1,0
31,11,11,1,0,0,1
25,2,0,0,0,0,1
30,0,0,0,1,1,1
21,1,0,0,0,1,1
54,0,6,1,0,0,1
36,16,0,1,0,1,1
38,5,1,1,0,1,1
24,2,1,1,0,1,1
64,0,4,1,1,1,1
26,5,1,1,1,1,1
28,3,1,1,0,0,1
28,0,1,1,1,0,1
43,0,1,0,0,1,1
24,0,0,1,1,1,1
25,0,1,0,0,1,1
64,13,1,1,0,1,1
40,0,1,1,0,1,1
59,4,0,0,0,1,1
28,0,37,1,0,0,1
26,2,28,0,0,1,1
23,2,0,1,0,0,0
28,1,0,1,0,1,1
35,12,0,1,1,1,1
34,0,0,0,0,0,1
21,0,0,1,0,0,1
28,3,165,1,0,0,0
35,9,1,1,0,1,1
36,9,57,1,0,1,1
31,6,0,0,0,0,1
27,1,0,1,0,1,1
36,11,0,1,0,1,1
65,3,23,1,0,0,1
29,0,0,0,0,0,1
30,6,0,0,0,0,1
20,0,0,1,0,0,1
31,0,1,1,1,1,1
23,5,1,1,0,1,0
33,16,6,1,0,1,0
24,2,3,1,1,1,1
45,3,1,1,0,0,1
30,10,0,1,1,1,0
37,1,1,0,0,0,1
29,3,1,1,0,1,1
30,3,2,1,0,1,1
22,0,0,0,0,0,1
51,3,2,1,0,1,1
27,3,3,0,0,0,1
19,1,434,1,1,1,0
21,1,0,1,0,1,1
24,14,180,1,0,1,0
38,0,1,1,0,1,1
35,2,0,0,0,0,1
22,0,1,1,0,0,1
31,13,471,1,0,0,0
26,4,293,0,0,0,1
35,1,0,1,0,1,1
36,0,0,1,0,1,1
30,0,1,0,0,0,1
30,6,2,1,0,1,1
37,4,92,1,0,1,1
59,8,5,1,0,1,1
32,9,23,0,0,1,1
34,4,1,1,0,0,1
27,2,0,1,0,1,0
25,2,0,1,0,1,0
55,0,0,0,0,0,1
22,0,0,0,1,1,1
24,2,49,0,0,1,0
31,0,-1,1,0,0,1
24,3,1,0,0,0,0
41,0,1,1,1,0,1
22,3,33,1,0,1,0
41,5,1,1,0,0,1
23,1,1,0,0,1,1
24,6,310,0,1,1,1
53,0,0,0,1,0,1
29,3,-1,1,0,1,1
28,0,0,0,0,1,1
31,9,0,1,0,1,1
36,14,2,1,0,1,0
32,2,19,1,0,1,0
36,2,1,1,0,1,1
48,0,0,0,1,0,1
30,2,0,1,0,0,1
38,2,29,0,0,0,1
30,1,1,1,0,0,0
20,1,16,1,0,1,1
24,4,1,1,0,1,1
32,2,0,1,0,0,1
27,5,28,1,0,1,0
21,1,49,1,0,1,0
23,0,1,1,0,0,1
36,0,0,1,0,0,1
27,0,0,0,0,0,1
44,0,1,1,0,0,1
27,11,4,1,0,1,0
45,2,0,1,0,0,1
39,1,2,1,1,1,1
32,0,1,0,1,1,1
31,3,0,0,1,1,1
30,6,0,0,0,0,1
26,2,-1,1,0,0,1
24,0,0,1,0,1,1
26,6,2,1,0,1,1
25,4,5,1,0,0,1
28,2,125,1,0,1,1
32,11,141,1,0,0,0
30,5,2,1,0,0,0
40,1,21,1,0,0,1
21,1,1,1,0,1,1
55,0,2,1,0,0,1
40,4,0,1,0,0,1
46,1,1,1,0,0,1
50,3,14,1,0,0,1
28,5,0,1,0,1,1
28,1,6,1,0,0,1
31,2,1,1,1,0,0
23,0,1,1,1,1,1
24,0,0,1,0,1,1
33,3,4,0,1,1,1
26,7,18,1,0,0,1
32,0,2,1,0,1,1
28,1,4,1,0,0,1
37,26,1,1,0,1,0
53,0,0,0,0,0,1
51,12,151,1,0,1,0
33,4,17,0,0,1,1
58,1,3,1,0,0,1
27,4,34,1,0,1,0
24,0,0,0,1,1,1
31,16,0,1,0,1,0
25,1,1,1,0,0,1
24,1,2,0,0,1,1
26,0,1,0,0,0,1
26,0,0,0,1,0,1
38,16,33,0,0,1,0
19,0,0,1,0,1,1
43,2,16,0,1,1,1
28,0,0,1,0,0,1
51,0,1,0,1,0,1
36,0,1,1,1,0,1
59,14,33,1,0,1,0
20,2,2,1,0,1,0
31,1,-1,1,0,1,0
21,1,1,0,0,1,1
28,1,8,1,0,0,1
37,0,0,0,0,0,1
25,0,0,1,0,0,1
32,2,1,0,0,1,1
24,0,0,0,1,0,1
30,0,0,1,0,1,1
25,0,5,1,1,1,1
55,1,0,1,0,0,1
53,8,13,1,0,0,1
34,0,1,0,1,1,1
24,3,0,1,0,1,0
50,0,35,1,0,0,1
30,1,2,0,0,1,1
44,0,1,1,0,0,1
40,6,0,1,0,0,1
51,0,1,0,0,0,1
46,12,2,0,0,1,1
33,9,14,0,0,1,1
30,15,1,0,1,1,0
50,0,0,1,0,0,1
36,0,7,1,0,0,1
58,1,-1,0,1,0,1
47,3,5,0,0,0,1
32,12,1,1,0,1,0
38,0,0,1,1,0,1
49,4,4,0,0,0,0
61,0,0,0,0,0,1
27,3,0,0,1,1,1
40,3,0,1,1,0,1
37,3,0,0,0,0,1
57,1,25,1,0,1,1
25,6,0,0,0,1,1
26,10,1,1,0,1,0
51,3,3,1,0,1,1
37,0,1,0,1,0,1
52,7,0,1,0,0,1
24,1,0,1,0,0,1
26,9,2,1,0,1,0
37,0,0,1,0,0,1
49,1,19,1,0,1,1
26,3,0,1,1,1,1
43,0,0,0,0,0,1
36,0,1,0,0,0,1
61,25,1,1,0,1,1
25,1,0,1,0,0,1
49,7,3,1,0,0,1
30,0,2,1,0,1,1
29,0,0,0,0,0,1
45,1,1,1,1,0,1
27,13,0,1,0,1,0
51,12,0,1,0,1,0
55,0,1,0,0,0,1
20,2,2,1,0,1,0
49,2,11,0,1,0,1
31,2,2,0,1,1,1
51,3,-1,1,0,1,1
47,13,66,0,0,0,1
33,8,0,0,0,1,1
25,2,0,1,0,1,1
49,0,0,1,0,0,1
42,1,1,1,0,1,1
30,1,0,1,0,1,1
28,0,5,0,0,1,1
23,0,0,1,0,1,1
58,3,0,0,0,0,1
33,3,2,0,1,1,1
28,0,2,0,0,0,1
28,7,1,1,0,1,1
31,2,3,1,0,1,1
43,0,0,0,0,1,1
26,0,0,1,0,0,1
23,2,6,1,0,1,0
37,4,82,0,0,0,1
32,0,0,0,0,0,1
34,5,25,1,1,1,0
34,12,1,1,0,1,1
46,0,0,0,0,0,1
28,4,0,1,0,1,1
29,0,2,1,0,1,1
20,1,2,1,0,1,1
25,1,0,1,0,1,1
21,1,156,1,0,1,1
69,2,0,0,1,0,1
27,2,1,1,0,0,1
33,4,2,1,0,0,1
67,0,0,1,0,0,1
32,2,32,1,1,0,0
43,6,0,0,0,1,0
23,1,0,1,0,1,1
41,19,220,1,0,1,0
47,0,4,0,1,0,1
25,1,0,1,0,1,1
52,0,4,0,0,1,1
47,5,0,1,0,1,1
23,1,1,1,0,1,1
53,1,0,1,0,0,1
23,3,3,1,0,1,1
33,3,7,1,0,1,1
61,0,0,1,0,0,1
51,21,449,1,0,1,0
30,5,1,1,0,1,1
27,1,0,1,0,1,1
32,7,0,1,0,1,1
57,0,4,1,0,0,1
35,1,0,0,0,0,1
46,2,64,1,0,1,1
38,9,2,1,0,1,1
31,0,67,1,0,0,1
23,0,7,1,0,0,1
51,3,0,1,0,1,1
51,0,1,1,1,0,1
47,3,7,0,0,1,1
26,1,1,1,1,1,1
62,0,2,1,0,0,1
36,2,0,1,0,1,1
53,1,4,0,0,0,1
31,0,-1,1,0,1,1
33,0,29,1,1,1,0
33,13,0,1,0,1,1
42,4,0,0,0,1,1
53,9,117,1,0,0,1
22,0,21,0,0,1,0
34,4,1,0,0,1,1
30,0,3,0,1,0,1
27,2,15,0,0,1,1
25,1,0,1,0,1,1
25,0,0,0,1,1,1
56,1,0,1,0,0,1
21,2,2,1,0,0,1
23,2,0,1,1,1,0
25,0,0,0,1,1,1
20,0,1,1,0,1,1
26,1,1,0,0,0,1
30,1,1,1,0,1,1
26,1,29,0,0,1,1
22,3,142,1,0,0,1
23,1,2,1,0,1,1
53,1,0,0,0,1,1
29,2,50,0,0,1,1
31,0,5,0,0,0,1
28,3,0,1,0,0,1
35,0,0,0,1,1,1
30,1,17,1,0,0,1
30,2,1,1,0,1,1
24,0,0,1,1,1,1
30,9,44,1,0,0,0
55,8,2,1,0,1,1
29,0,1,0,0,1,1
31,12,40,0,0,1,0
26,4,0,1,0,1,0
27,8,1,1,0,1,1
29,7,1,1,1,1,1
36,2,2,0,0,0,1
30,10,93,1,0,1,0
66,1,19,0,0,0,1
61,1,4,1,0,0,1
47,0,0,0,0,0,1
29,0,0,1,0,1,1
20,4,2,1,1,0,0
23,2,2,1,0,1,1
33,1,1,0,0,1,1
30,0,3,1,0,1,1
20,0,1,0,0,1,1
58,0,0,0,0,0,1
54,2,97,1,0,0,1
40,0,-1,1,1,1,1
32,1,0,1,0,1,1
23,0,2,0,0,0,1
29,16,0,1,0,1,0
67,8,1,1,0,1,1
29,4,7,0,0,0,1
31,9,27,0,0,1,0
32,0,0,1,1,1,1
20,0,0,1,0,0,0
29,2,0,0,0,1,1
27,0,0,0,0,0,1
29,1,0,1,0,0,1
35,10,0,0,0,1,0
34,1,2,0,0,1,1
20,5,1,1,0,1,0
30,1,83,1,0,1,1
29,2,0,1,0,1,1
64,1,1,1,1,0,1
61,5,12,1,0,1,1
27,1,0,0,0,1,1
48,8,11,1,0,1,0
48,2,4,0,0,0,0
33,8,2,1,0,1,1
40,21,29,1,0,1,1
45,1,1,1,1,0,1
22,0,0,0,0,0,1
36,3,1,1,1,0,1
26,1,16,1,0,0,1
36,2,0,1,0,0,1
34,0,14,1,0,0,1
37,11,1,1,0,1,1
20,0,1,1,0,0,1
27,11,223,1,0,1,0
27,0,47,1,0,0,0
24,3,1,0,0,0,1
31,7,1,0,0,1,1
59,1,0,0,0,0,1
58,1,79,1,0,0,1
21,0,0,0,0,0,1
26,3,0,0,0,0,0
27,2,3,1,0,1,1
39,1,1,1,0,0,1
29,4,0,0,0,1,1
26,3,47,1,0,1,1
23,3,1,1,0,1,0
37,0,0,0,0,1,1
25,2,0,1,0,0,1
22,1,4,1,0,1,0
55,0,1,1,0,1,1
37,2,0,1,0,1,1
51,3,0,0,1,1,1
27,15,48,1,0,1,0
21,0,2,1,0,1,0
24,0,1,0,0,0,1
30,8,1,0,0,1,0
45,3,1,0,0,1,1
27,2,132,1,0,1,1
26,9,1,0,0,1,0
28,0,2,1,1,0,1
29,1,1,1,1,0,1
46,2,9,1,0,1,1
25,1,0,0,0,1,1
26,0,1,1,0,0,1
47,4,0,1,0,1,1
23,0,3,0,0,0,0
22,0,1,1,1,1,0
32,0,0,1,1,0,1
31,9,1,0,0,0,0
39,3,2,1,0,0,1
24,9,3,0,0,1,0
33,14,1,1,0,1,0
29,6,35,1,0,1,0
51,11,79,0,0,1,1
37,0,0,1,0,0,1
24,0,1,1,0,0,1
24,1,0,1,1,1,1
24,2,0,1,1,0,0
61,1,0,1,0,1,1
25,0,2,1,0,1,1
31,9,116,1,0,0,0
58,1,2,0,0,0,1
28,9,16,1,0,1,1
46,2,1,1,0,0,1
20,0,1,1,0,0,1
39,2,0,1,0,1,1
21,0,2,1,1,0,1
31,8,117,1,0,0,0
46,0,0,0,0,0,1
39,21,0,1,0,1,0
39,1,0,1,0,1,1
31,3,0,1,0,1,1
47,1,0,0,0,0,1
27,0,0,0,0,0,1
58,2,1,1,0,0,1
32,8,1,1,0,1,0
21,0,4,1,0,0,1
22,0,0,1,1,1,1
48,0,1,0,0,1,1
28,9,53,1,0,1,1
19,0,1,0,1,1,1
50,9,28,0,0,0,1
30,9,50,1,0,1,0
32,3,1,1,0,1,1
30,7,17,0,1,0,1
24,2,33,0,0,1,1
25,0,4,0,0,0,1
35,0,1,1,0,1,0
29,0,0,1,0,1,1
24,0,2,1,0,0,1
41,2,15,1,1,0,1
20,3,-1,1,0,1,0
50,0,0,0,0,0,1
46,0,0,1,0,0,1
21,0,13,1,0,1,1
38,2,2,1,0,1,1
40,4,33,1,0,0,1
25,13,36,1,0,1,0
26,2,0,0,0,1,1
44,1,0,0,0,0,1
35,0,0,0,1,0,1
41,0,0,0,0,0,1
54,0,20,1,1,0,1
26,0,1,0,0,0,1
47,0,1,0,0,0,1
41,13,0,1,0,1,0
48,0,1,0,0,1,1
27,1,5,1,0,0,1
25,3,172,0,0,0,0
34,3,5,0,0,0,1
44,1,1,1,0,0,1
29,1,1,0,0,1,1
30,6,0,0,0,1,1
36,2,47,1,0,1,1
26,1,1,1,0,1,1
37,0,126,1,0,0,1
36,0,5,0,0,0,1
56,0,0,1,0,0,1
36,5,0,1,0,1,1
21,2,1,1,1,1,0
28,4,2,1,1,1,1
38,0,2,1,0,0,1
47,2,2,1,0,0,1
22,0,6,1,0,0,1
31,8,0,0,0,1,1
45,0,1,1,0,0,1
39,0,57,1,1,1,1
27,6,1,0,0,1,1
53,0,0,1,1,1,1
28,1,0,0,0,0,1
24,1,0,1,0,1,1
55,1,0,1,0,1,1
30,2,5,0,0,0,1
36,0,36,1,0,0,1
37,7,1,1,0,1,1
47,1,0,1,0,1,1
25,1,0,1,0,1,1
29,2,0,0,0,0,1
48,1,1,0,1,0,1
61,2,3,1,0,0,1
30,0,0,0,0,0,1
28,2,1,1,0,1,1
61,0,2,0,0,0,1
21,2,35,0,0,1,0
21,2,1,1,1,1,0
27,6,1,1,1,0,0
51,2,34,1,0,0,1
28,1,0,1,0,1,1
48,0,68,1,0,0,0
51,1,0,1,0,1,1
20,0,1,1,0,1,1
34,0,0,1,0,0,1
31,0,2,1,0,0,1
36,7,1,1,0,1,1
47,19,212,1,0,1,0
35,6,1,1,0,0,1
26,3,1,0,0,1,0
25,1,0,0,1,0,1
46,3,1,1,0,1,1
41,0,1,1,0,0,1
60,0,1,0,0,0,1
22,2,16,1,0,1,1
29,1,0,1,0,0,1
37,18,1,0,0,1,0
54,0,0,0,1,0,1
56,10,13,0,0,0,1
41,0,0,0,1,0,1
33,1,0,0,1,0,1
35,0,2,1,0,0,1
25,3,2,1,0,1,1
27,1,0,0,1,1,1
24,7,1,0,0,1,0
25,2,0,0,0,1,1
30,4,0,1,1,1,1
41,1,2,1,0,1,1
44,0,0,0,0,0,1
33,0,0,0,0,0,1
45,5,0,0,1,0,1
47,1,49,1,0,1,1
36,4,0,1,1,1,0
28,0,0,1,0,1,1
38,17,180,1,0,0,0
23,1,0,1,1,1,1
38,0,1,0,0,0,1
37,3,28,1,1,1,1
28,0,0,0,1,0,1
26,2,8,1,0,1,1
52,7,181,1,0,1,1
23,2,2,1,0,1,1
25,13,5,1,0,0,1
55,0,0,1,0,1,1
29,2,1,1,0,1,1
30,2,6,1,0,0,1
26,0,6,0,1,1,0
21,0,1,1,0,1,1
30,1,0,1,0,0,1
56,0,0,0,0,1,1
19,1,2,1,1,1,1
24,5,0,1,0,0,1
24,1,0,1,1,1,1
43,0,1,0,0,0,1
52,13,1,1,0,0,1
23,4,0,1,0,1,0
35,0,0,0,0,0,1
52,16,11,1,0,0,0
32,0,0,0,0,0,1
25,5,0,0,0,1,1
27,0,2,0,0,0,1
47,3,0,1,0,0,1
25,3,0,1,0,1,0
21,0,1,1,0,1,0
37,1,1,0,0,0,1
40,1,0,1,0,0,1
54,6,1,1,1,1,1
48,0,9,0,1,1,1
56,0,7,0,0,0,1
27,13,1,0,0,1,0
32,2,0,1,1,0,1
29,0,1,0,0,0,1
22,2,2,0,1,0,1
34,1,1,0,0,0,1
48,8,23,0,1,0,1
57,1,0,0,1,0,1
21,0,1,0,0,1,1
20,1,2,1,1,0,1
32,4,44,1,0,1,1
47,1,183,1,0,0,1
36,1,0,0,1,1,1
23,2,1,1,1,1,1
28,3,45,0,1,0,1
26,3,0,1,0,0,1
35,1,79,0,0,1,0
47,14,0,1,0,1,0
46,2,0,1,0,0,1
33,5,0,1,1,1,0
62,1,0,0,1,0,1
20,0,1,0,0,1,1
48,11,56,0,0,1,1
24,1,21,1,0,0,1
56,5,12,1,0,1,1
45,4,3,0,0,1,1
20,0,0,0,0,0,1
30,1,1,0,0,1,1
58,7,185,1,0,0,1
21,0,0,1,0,0,1
36,1,0,1,1,1,1
22,1,0,1,1,0,1
44,3,0,1,0,0,1
26,1,0,0,0,1,1
52,0,0,1,1,1,1
57,6,1,1,0,0,1
59,8,8,1,0,1,0
23,0,0,0,0,0,1
58,21,59,0,0,1,1
38,0,0,1,0,1,1
42,0,0,0,1,0,1
49,5,3,1,0,0,1
47,0,0,1,1,0,1
31,6,0,1,0,1,0
49,0,1,1,0,0,1
56,10,41,1,1,0,1
43,3,2,0,0,0,1
21,0,1,1,0,1,0
21,1,1,1,0,1,0
30,1,-1,1,0,1,0
27,4,33,1,0,1,0
60,13,0,1,0,1,1
34,1,1,0,1,1,1
22,2,34,0,1,1,0
23,2,45,0,0,0,1
31,1,1,0,0,1,1
21,0,1,0,1,0,1
22,1,0,1,0,0,1
21,0,1,1,0,1,1
42,1,1,1,0,1,1
20,0,1,0,0,1,1
24,5,0,1,0,1,1
36,0,0,1,0,0,1
46,2,1,0,0,1,1
35,1,1,0,0,1,1
34,0,0,1,1,0,1
24,2,0,1,0,0,1
42,6,1,0,0,0,1
56,0,1,0,0,0,1
21,0,0,1,0,0,0
45,0,2,1,0,1,1
34,1,0,0,0,0,1
24,3,8,0,0,0,0
50,0,30,1,0,0,1
46,4,1,1,0,0,1
37,2,1,1,1,0,0
26,1,0,1,0,1,1
32,1,2,1,0,0,1
51,7,3,0,0,1,1
24,3,0,1,0,0,1
28,20,0,1,0,1,0
22,1,2,1,0,1,1
55,8,6,1,0,0,1
22,0,0,0,1,1,0
29,20,56,1,1,0,0
39,0,0,1,0,0,1
27,2,3,1,0,1,1
54,0,27,1,0,0,1
36,0,0,1,0,0,1
43,2,2,0,0,1,1
44,16,81,0,0,0,1
40,3,1,1,0,0,1
33,0,0,0,1,0,1
42,2,1,1,0,0,1
26,13,-1,0,0,1,0
47,3,12,0,0,0,1
33,1,1,0,0,1,1
22,13,0,1,0,1,0
30,4,1,1,1,1,1
49,12,2,1,0,0,1
29,0,0,0,1,0,1
22,1,8,1,0,0,1
44,14,1,1,0,1,0
71,3,0,0,0,0,1
50,2,0,0,0,0,1
20,1,187,1,0,1,0
21,2,0,1,0,0,0
24,3,97,1,0,0,1
25,1,1,1,0,0,1
20,1,0,1,0,1,0
34,5,3,0,0,1,1
25,5,10,0,0,0,0
64,0,0,0,0,0,1
19,0,0,1,0,1,1
31,2,1,1,1,0,1
29,7,1,0,0,0,0
27,0,5,1,1,0,1
50,0,2,1,0,0,1
22,0,1,1,1,1,1
29,1,0,0,0,1,1
31,10,1,1,0,0,1
37,11,1,1,0,1,0
38,2,10,0,0,1,1
37,13,1,1,1,1,1
34,1,0,1,0,1,1
34,0,2,0,1,0,1
31,0,1,1,0,1,1
33,9,1,0,0,1,0
45,20,46,0,0,1,1
35,0,1,1,0,0,1
54,12,118,0,0,1,1
23,1,0,0,1,0,1
56,1,1,1,0,0,1
37,3,1,0,0,1,1
48,6,1,1,0,1,1
24,5,5,0,0,0,1
36,0,1,1,0,1,0
31,0,3,0,0,1,1
53,1,0,0,0,0,1
24,0,20,0,0,1,1
26,0,1,1,0,0,1
20,1,1,0,0,1,1
43,8,1,1,0,1,1
45,0,2,0,0,0,1
44,0,1,0,0,0,1
34,9,0,1,0,1,1
37,13,1,1,0,0,1
20,2,129,1,0,1,0
29,5,5,1,0,1,1
52,0,1,1,0,0,1
43,0,3,1,0,1,1
38,1,16,0,1,0,1
31,1,0,0,0,0,1
49,0,-1,1,0,0,1
33,0,0,1,0,1,1
28,7,1,1,1,0,0
30,18,61,1,0,1,0
54,0,1,1,0,0,1
21,0,0,0,1,1,1
20,0,11,1,0,1,1
26,2,0,1,0,0,1
34,5,0,1,0,1,1
30,9,4,1,1,0,1
21,0,1,0,0,1,1
46,0,0,1,0,1,1
27,9,0,1,0,1,1
27,9,0,1,0,1,1
33,3,114,0,0,1,1
62,13,1,1,0,1,0
67,0,0,0,0,0,1
33,3,11,1,0,1,1
21,0,7,1,0,1,0
28,0,29,1,1,1,0
25,10,7,1,0,1,0
47,1,1,0,0,0,1
27,0,0,1,0,1,1
61,0,0,0,0,0,1
30,4,1,0,0,1,1
23,0,0,1,0,0,1
24,1,1,1,0,1,1
43,2,-1,1,0,1,1
28,2,1,1,0,0,1
53,4,0,1,1,0,1
24,1,4,1,0,0,1
46,0,1,0,0,1,1
54,0,0,0,0,0,1
23,2,7,1,0,1,0
24,0,0,0,1,1,1
28,5,26,0,0,0,1
44,11,15,1,1,1,0
31,0,0,0,0,0,1
22,6,0,1,0,0,0
24,0,1,0,0,0,1
23,0,3,1,0,1,1
23,5,4,1,0,1,0
26,3,33,1,0,1,1
34,19,1,0,0,1,0
28,0,0,0,0,1,1
25,14,83,1,0,1,0
34,16,1,1,0,1,0
50,0,1,0,1,1,1
29,0,0,0,0,1,1
44,2,5,0,0,1,1
23,0,0,0,1,1,1
49,3,0,1,0,0,1
29,1,2,1,0,0,1
21,0,0,0,1,0,1
53,0,1,1,1,0,1
21,0,12,1,0,1,1
45,1,0,0,0,0,1
43,6,0,1,1,1,1
22,1,1,1,0,0,1
35,4,11,1,0,1,1
31,0,80,1,0,0,0
34,3,2,0,0,1,1
59,2,0,0,0,1,1
32,0,17,1,0,1,1
33,0,1,0,1,1,1
27,17,1,1,0,1,1
38,14,4,1,1,1,0
42,0,0,1,0,1,1
32,1,1,1,0,0,1
30,2,1,1,0,1,1
42,0,6,0,0,0,1
61,0,-1,0,0,0,1
24,17,130,1,0,1,0
27,1,6,1,0,1,1
56,4,0,0,0,0,1
67,0,24,1,0,0,1
27,2,0,0,0,0,1
25,2,0,0,1,0,1
25,5,0,0,0,0,1
20,0,0,1,0,1,1
34,1,2,1,0,0,1
46,2,2,1,0,0,1
21,0,0,1,0,1,1
